NÚMERO;NIF;DENOMINACION;TIPO_ENTIDADE;MODALIDADES;ESPECIALIDADES;ENDEREZO;CP;CÓDIGO ;PROVINCIA;CÓDIGO CONCELLO;CONCELLO;TELÉFONO 1;TELÉFONO 2;PÁXINA WEB;FECHA_ALTA
X-12139;;"ASOCIACIÓN DE ACTIVIDADES FAMILIARES Y CULTURALES ""CLUB JUVENIL DOIRA""";SECCIÓN DEPORTIVA;PÁDEL, XADREZ, TENIS, PESCA E CASTING, NATACIÓN, MONTAÑISMO, FÚTBOL SALA, CICLISMO, BALONMÁN, BALONCESTO, ATLETISMO, DEPORTE XERAL;SENDEIRISMO / ANDAINAS, FÚTBOL SALA; PASEO CRONISTA XOSÉ MARÍA ÁLVAREZ BLÁZQUEZ, 8;;36;PONTEVEDRA;36057;VIGO;986292263;986292263;;02/12/2014
C-12138;;CLUBE PADELTUI E TENIS AREAS;CLUB DEPORTIVO;PÁDEL, TENIS;; RÚA POUSA DO OBISPO- RANDUFE S/N;;36;PONTEVEDRA;36055;TUI;667748633;667748633;;02/12/2014
C-10594;G70263215;ESCUELA DE FUTBOL BOIRO;CLUB DEPORTIVO;FÚTBOL;; AVDA. DE BARRAÑA, S/N;;15;A CORUÑA;15011;BOIRO;981848185;;;15/09/2010
C-12136;;3&RUN BIKE TEAM ANOVA;CLUB DEPORTIVO;CICLISMO;CARRETEIRA, BICICLETA MONTAÑA (BTT); RÚA RESTOLLAL, 35, BAIXO;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;881123384;664572954;;01/12/2014
C-12137;;CERO EMISIONES;CLUB DEPORTIVO;CICLISMO, ATLETISMO;; CAMIÑO DO RÍO, 9;;36;PONTEVEDRA;36057;VIGO;617071478;;;01/12/2014
C-12135;;CLUB LEON&FAM-CARRERA;CLUB DEPORTIVO;KUNG-FU;; RÚA MANUEL RODRÍGUEZ, 92;;36;PONTEVEDRA;36039;PORRIÑO, O;677180222;;;01/12/2014
C-10153;G70215108;CLUBE PATÍN CERCEDA;CLUB DEPORTIVO;PATINAXE;HOCKEY SOBRE PATÍNS, PATINAXE ARTÍSTICO; PAVILLÓN FERNANDO GONZÁLEZ -LAXE, S/N;15009;15;A CORUÑA;15008;BERGONDO;902106445;881898298;;15/06/2009
C-12131;G94114600;GOLF XEVE TROPHY;CLUB DEPORTIVO;GOLF;; RÚA LOUREIRO CRESPO, 18-6º B;;36;PONTEVEDRA;36038;PONTEVEDRA;629332467;;;28/11/2014
C-01559;;S. DE CAZADORES LAXE;CLUB DEPORTIVO;CAZA;COMPETICIONS DEPORTIVAS CON CANS DE CAZA, CAZA SAN HUBERTO, CETRARÍA, CAZA MENOR CON CANS, CAZA MAYOR, CAZA CON ARCO; RÚA ATALAYA, 8, 1º C;;15;A CORUÑA;15040;LAXE;;687969769;;10/06/1988
C-12128;G27463892;OS ANGUIAS BTT;CLUB DEPORTIVO;CICLISMO;; PRAZA CONDE FENOSA, 4;;27;LUGO;27049;PORTOMARÍN;665227826;665227826;;26/11/2014
C-01560;;"S. DE CAZA Y TIRO ""SAN MIRO""";CLUB DEPORTIVO;TIRO OLÍMPICO, CAZA, DEPORTE XERAL;PRATO FEDECAT, RECORRIDOS DE CAZA; ALDEOLA- 17,;;15;A CORUÑA;15043;MALPICA DE BERGANTIÑOS;981721780;680432775;;10/06/1988
C-12124;;WORKOUT CORUÑA;CLUB DEPORTIVO;XIMNASIA, BOXEO;KICKBOXING; CAMINO MONS, 6;;15;A CORUÑA;15030;CORUÑA, A;627149833;627149833;;24/11/2014
C-12125;;XADREZ ORTIGUEIRA;CLUB DEPORTIVO;XADREZ;; PASEO EUSEBIO DÁVILA, 4;;15;A CORUÑA;15061;ORTIGUEIRA;981400017;608501323;;24/11/2014
C-07306;;BUCEO ISLAS CIES;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;PESCA SUBMARINA, BUCEO; MUELLE DE BOUZAS, LOCAL 49 A;;36;PONTEVEDRA;36057;VIGO;986290589;;;08/01/2002
C-00012;G15068141;C. BALONCESTO CLUNY;CLUB DEPORTIVO;BALONCESTO;; COLEGIO SAN JOSE DE CLUNY, C/ LA ROSA 13;15701;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;609826786;981524319;;22/09/1983
C-00762;G15414717;CABANA S. D. (C.S.D.);CLUB DEPORTIVO;FÚTBOL;; LUGAR LUGAR DE NEAÑO;15115;15;A CORUÑA;15014;CABANA DE BERGANTIÑOS;981293966;617617153;;25/02/1986
C-00619;;A. FUTBOL SALA PONTEVEDRA;CLUB DEPORTIVO;FÚTBOL SALA;; PABELLON MUNICIPAL DE DEPORTES;;36;PONTEVEDRA;36038;PONTEVEDRA;986.850.989;;;06/09/1985
C-11915;;SENDERISMO MORRAZO;CLUB DEPORTIVO;ATLETISMO, DEPORTE XERAL;SENDEIRISMO / ANDAINAS; BAIXADA A FONTE, 14 - ESPIÑEIRA;;36;PONTEVEDRA;36008;CANGAS;662607295;;;10/04/2014
C-12120;;ASOCIACIÓN ESPAÑOLA DE GIMNASIA FUNCIONAL;CLUB DEPORTIVO;XIMNASIA;; RÚA SANTA CLARA, 29 - B-I;;36;PONTEVEDRA;36038;PONTEVEDRA;648525453;;;20/11/2014
C-12129;;CLUB DE PADEL SPORTS COLLEAGUES 15;CLUB DEPORTIVO;PÁDEL;; AVDA DA CORUÑA 10;;27;LUGO;27028;LUGO;650621600;650621600;;26/11/2014
C-08695;;PEÓNS DOBRADOS XADREZ CLUB;CLUB DEPORTIVO;XADREZ;; JUAN BAUTISTA ANDRADE, 98-3º;;36;PONTEVEDRA;36038;PONTEVEDRA;986873117;986873117;;07/11/2005
C-00115;;CENTRO DE ACTIVIDADES SUBACUÁTICAS GOLFIÑO- I.N.I.C.E.;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;; AREOSA, 8, BAIXO;;15;A CORUÑA;15036;FERROL;981380382;630033539;;06/12/1983
C-02863;;CLUB CICLISTA MEIXOEIRO;CLUB DEPORTIVO;CICLISMO;; PINAL, Nº20;;36;PONTEVEDRA;36057;VIGO;986252973;;;10/12/1990
C-12116;G27463629;SANDAMIL RACING;CLUB DEPORTIVO;AUTOMOBILISMO;; VEREDA-PACIOS 9;;27;LUGO;27010;CASTRO DE REI;699474074;699474074;;18/11/2014
C-11921;;FACTORY CARRE FIGHT;CLUB DEPORTIVO;TAEKWONDO, BOXEO, DEPORTE XERAL;HAPKIDO, DEFENSA PERSONAL, KICKBOXING; RÚA FRANCISCO LANDÍN PAZOS, 6 - 1º A;;36;PONTEVEDRA;36026;MARÍN;669728334;;;23/04/2014
C-12113;;ESCOLA DE XIMNASIA QUICELA SARRIA;CLUB DEPORTIVO;XIMNASIA;; SAN EUFRASIO, 14-16;27600;27;LUGO;27057;SARRIA;620519533;608432906;;17/11/2014
C-12115;;ONE WORLD SOCCER ESPAÑA;CLUB DEPORTIVO;FÚTBOL;; RÚA ALAMEDA, 12-5º C;;36;PONTEVEDRA;36038;PONTEVEDRA;662017778;;;17/11/2014
C-12112;;CLUB JALEYA;CLUB DEPORTIVO;BOXEO, DEPORTE XERAL;TATAMI SPORT LIGHTCONTACT, RING SPORT FULLCONTACT, KICKBOXING, FORMAS; AVENIDA DEL ELDUAYEN, 4 3ºF;;36;PONTEVEDRA;36021;GONDOMAR;650103022;650103022;;14/11/2014
C-12111;;CLUB MAJOA;CLUB DEPORTIVO;BOXEO, DEPORTE XERAL;TATAMI SPORT LIGHTCONTACT, RING SPORT FULLCONTACT, KICKBOXING, FORMAS; CAMIÑO BESADIÑA 14;;36;PONTEVEDRA;36003;BAIONA;606458174;606458174;;14/11/2014
C-05813;;C. DE MERGULLADORES DO SALNES;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;PESCA SUBMARINA, ORIENTACIÓN SUBACUÁTICA, FOTOGRAFÍA SUBACUÁTICA, MERGULLO DEPORTIVO CON ESCAFANDRA AUTÓNOMA, BUCEO; AVDA. ROSALIA DE CASTRO, 21 BAJO;;36;PONTEVEDRA;36006;CAMBADOS;639661882;639661882;;01/06/1998
C-12110;;CLUB CICLISTA OS IRMANDIÑOS;CLUB DEPORTIVO;CICLISMO;; BOUZALONGA-OMBRE;;15;A CORUÑA;15069;PONTEDEUME;652843865;617715617;;13/11/2014
C-01553;G15455843;UNION D. CARNOTA;CLUB DEPORTIVO;VOLEIBOL, TENIS, FÚTBOL SALA, FÚTBOL, BALONMÁN, BALONCESTO;; SAN GREGORIO, 1 (CASA DO CONCELLO), 1, BAIXO;;15;A CORUÑA;15020;CARNOTA;687853464;687853464;;23/05/1988
C-12107;;RQR PADEL;CLUB DEPORTIVO;PÁDEL;; AVDA DE MONELOS,121-123,7º IZQ;;15;A CORUÑA;15030;CORUÑA, A;615813707;615813707;;13/11/2014
C-12108;;GALICIA RUGBY OLD BOYS;CLUB DEPORTIVO;RUGBY;; LUIS FREIRE GARCÍA, 31;;15;A CORUÑA;15030;CORUÑA, A;639345928;639345928;;13/11/2014
C-12106;;"ASOCIACIÓN DEPORTIVO CULTURAL ""ARQUEIROS TERRA DE ARZÚA""";CLUB DEPORTIVO;TIRO CON ARCO, DEPORTE XERAL;TIRO CON ARCO OLIMPICO;810;;15;A CORUÑA;15006;ARZÚA;630576759;630576759;;12/11/2014
C-00407;G15025265;C. D. DORNEDA;CLUB DEPORTIVO;FÚTBOL;; RÚA ARILLO-CASA DO POBO DE DORNEDA;;15;A CORUÑA;15058;OLEIROS;646481863;648261565;;23/11/1984
C-12105;;CLUB DEPORTIVO AGILITY CORUÑA;CLUB DEPORTIVO;CAZA;AGILITY; RÚA JOSÉ ALGUERO PENEDO, 3, BAJO A;;15;A CORUÑA;15009;BETANZOS;617203666;617203666;;12/11/2014
C-12104;G27460435;EFERRECE RACING;CLUB DEPORTIVO;AUTOMOBILISMO;; RÚA MAR CANTÁBRICO 13 BAIXO;;27;LUGO;27028;LUGO;622423263;686931134;;12/11/2014
C-12103;;AIVAN CLUB;CLUB DEPORTIVO;ATLETISMO;; RÚA TEIXUGUEIRAS 29, BLQ. 4, 5ºC;;36;PONTEVEDRA;36057;VIGO;629858211;629858211;;11/11/2014
C-00188;G15127988;UNIÓN D. CORCUBIÓN;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; RÚA REGO DE AUGA, 9;;15;A CORUÑA;15028;CORCUBIÓN;981745444;600544244;;29/02/1984
C-05065;;C. ACTIVIDADES ACUATICAS BAIXO MIÑO;CLUB DEPORTIVO;NATACIÓN;; RÚA POUSA DEL OBISPO- RANDUFE, S/N;;36;PONTEVEDRA;36055;TUI;608087434;;;01/01/1900
C-00023;G15144645;A. D. ESCOLAR PEÑARREDONDA;CLUB DEPORTIVO;TENIS, JUDO E D.A., FÚTBOL, BALONCESTO, ATLETISMO;; R/ GINEBRA, 3;15010;15;A CORUÑA;15030;CORUÑA, A;981286277;981/286277;;08/11/1983
C-00263;G15128283;S.D. CULTURAL MANIÑOS;CLUB DEPORTIVO;FÚTBOL;; RUA UNIÓN - PUMIDO S/N;15520;15;A CORUÑA;15035;FENE;626347911;659996569;culturalmaninhos.blogspot.com;11/05/1984
C-12101;;ASOCIACION DEPORTIVA OS GRAPAS;CLUB DEPORTIVO;PÁDEL;; SAN ROQUE, 40;;27;LUGO;27051;RIBADEO;;;;07/11/2014
C-01099;G15148042;CLUB BREXO LEMA S.D.;CLUB DEPORTIVO;FÚTBOL;; POUSADOIRA,Nº 25 A;;15;A CORUÑA;15017;CAMBRE;981656035;981656035;;27/04/1987
C-00007;G15108699;A. D. COL. M.M. CALASANCIAS DE A CORUÑA;CLUB DEPORTIVO;FÚTBOL, BALONCESTO;FÚTBOL SALA; CARRETERA DE LOS FUERTES, S/N;;15;A CORUÑA;15030;CORUÑA, A;981143466;981141281;;22/09/1983
X-12100;;SECCIÓN DEPORTIVA ASOCIACIÓN CABALOSPORT;SECCIÓN DEPORTIVA;HÍPICA;; RÚA LÓPEZ MORA, 10,- 2ºD;;36;PONTEVEDRA;36057;VIGO;986247488;986247488;;05/11/2014
C-01887;G32143943;A. D. PARADA DE PIÑOR;CLUB DEPORTIVO;FÚTBOL, CICLISMO, BALONCESTO;; RÚA DA CHAIRA, 1 (CAMPO DE FUTBOL);;32;OURENSE;32008;BARBADÁS;609888240;;;21/02/1989
C-12098;;FUTGUNTINSAL;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; GROLOS, 19;;27;LUGO;27023;GUNTÍN;665824823;982320057;;03/11/2014
C-04798;G15540339;CLUB DE BALONCESTO MERCEDARIAS;CLUB DEPORTIVO;BALONCESTO, ATLETISMO;; ESTRADA DE CASTELA, 160-168;;15;A CORUÑA;15036;FERROL;981325003;;;16/10/1995
C-12097;;CLUB DEPORTIVO EUSKOGAL;CLUB DEPORTIVO;CAZA;AGILITY, ADIESTRAMIENTO CANINO; AVDA. DE VILAGARCÍA, 29, 4º D;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;655525980;655525980;;31/10/2014
C-12096;;ASOCIACION RIO CANCELADA;CLUB DEPORTIVO;PESCA E CASTING;; CASTELO DE DOIRAS 1;;27;LUGO;27012;CERVANTES;606880823;606880823;;29/10/2014
C-12095;;6 PATAS CANICROSS CLUB;CLUB DEPORTIVO;ATLETISMO;; DOCTOR PAZ PARDO, 74;;36;PONTEVEDRA;36057;VIGO;685805806;685805806;;29/10/2014
C-09519;;CAPITÁN NEMO;CLUB DEPORTIVO;PESCA E CASTING, DEPORTE XERAL;PESCA SUBMARINA; PRAZA JOSÉ MOGIMES, 8 BAIXO;;36;PONTEVEDRA;36035;NIGRÁN;986365543;986365543;;24/10/2007
C-03834;;C.E ATLETISMO POIO;CLUB DEPORTIVO;ATLETISMO;; AVD. PEIRAO BESADA, 28 - LOURIDO;;36;PONTEVEDRA;36041;POIO;986873336;986873336;;26/02/1993
C-10812;G70296090;ESCUELAS DEPORTIVAS AMC;CLUB DEPORTIVO;JUDO E D.A.;WUSHU; AVDA. ROSALIA DE CASTRO, Nº 195 P. 3º C;;15;A CORUÑA;15058;OLEIROS;677465926;;;28/04/2011
C-07912;G15908148;CLUB DE PESCA DEPORTIVA LONDRA;CLUB DEPORTIVO;PESCA E CASTING;PESCA DEPORTIVA; HERBOGO,7;;15;A CORUÑA;15030;CORUÑA, A;607583031;607583031;;20/10/2003
C-10545;;CLUB PARQUE ISLAS ATLÁNTICAS;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;; RAMON NIETO, 295;;36;PONTEVEDRA;36057;VIGO;986276775;986276775;;23/07/2010
C-04275;G32183055;C. NÁUTICO DO AVIA;CLUB DEPORTIVO;VELA, REMO, PIRAGÜISMO;; RUA DO CARBALLINO, 50;;32;OURENSE;32069;RIBADAVIA;988471045;988471045;;30/03/1994
C-01066;;A. D. O PICACHO;CLUB DEPORTIVO;TENIS DE MESA, NATACIÓN, FÚTBOL SALA;; MARQUES DE VALTERRA, 8;;36;PONTEVEDRA;36057;VIGO;669340488;;;17/03/1987
C-10802;;CLUB DE BUCEO RÍAS BAIXAS;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;PESCA SUBMARINA, FOTOGRAFÍA SUBACUÁTICA; CAMPAÑÓ BARRAGÁNS Nº18;;36;PONTEVEDRA;36038;PONTEVEDRA;656615420;656615420;;15/04/2011
C-10126;;CLUB DEPORTIVO ABRENTE-PORTONOVO;CLUB DEPORTIVO;XADREZ, FÚTBOL SALA, ATLETISMO;; POMBAL S/N;;36;PONTEVEDRA;36051;SANXENXO;986723494;;;15/05/2009
A-09662;G70153580;AGRUPACIÓN DEPORTIVA ESCOLAR ESCOLARIX;AGRUPACIÓN DEPORTIVA ESCOLAR;DEPORTE XERAL;; R/ ENTREPONTES S/N CENTRO SOCIO CULTURAL;;15;A CORUÑA;15088;VAL DO DUBRA;645677274;;;21/02/2008
C-04023;G32173767;S.D.C. A MANCHICA;CLUB DEPORTIVO;FÚTBOL;; AS PIAS Nº12;;32;OURENSE;32047;MERCA, A;988260238;988260238;;30/09/1993
C-12089;G32460230;ASOCIACIÓN DEL DEPORTE OURENSANO;CLUB DEPORTIVO;PÁDEL, FÚTBOL, BALONCESTO, ATLETISMO;; ADA. HABANA, 57;;32;OURENSE;32054;OURENSE;637505021;637505021;;22/10/2014
C-00867;G27147081;C. GIMNASIO SENRA;CLUB DEPORTIVO;XIMNASIA, LOITA E D.A., KARATE, JUDO E D.A., FÚTBOL SALA, BALONMÁN, DEPORTE XERAL;SAMBO; CATASOL, 17 SOTANO;;27;LUGO;27028;LUGO;982222982;;;20/06/1986
C-04053;G15435100;C.E INSTITUTO ZALAETA (C.I.Z.);CLUB DEPORTIVO;VOLEIBOL, BALONCESTO, BÁDMINTON;; RUA VICTORIA FERNÁNDEZ ESPAÑA Y FERNÁNDEZ LATORRE, 2;15002;15;A CORUÑA;15030;CORUÑA, A;647777956;675562634;;30/09/1993
C-11678;;ESCOLA DE FÚTBOL DE BARRO;CLUB DEPORTIVO;FÚTBOL;; SAN ANTONIÑO, 8;;36;PONTEVEDRA;36002;BARRO;645890466;;;06/09/2013
C-05715;G36343010;C. UNION DEPORTIVA LA GUIA-GUARDESA;CLUB DEPORTIVO;FÚTBOL;; PRAZA SUBCAMPO 8- ROSAL;;36;PONTEVEDRA;36023;GUARDA, A;986611928;986611928;;11/02/1998
C-12088;;ACADEMIA BASKET CLUB;CLUB DEPORTIVO;BALONCESTO;; MIÑO 28;;27;LUGO;27028;LUGO;982985717;982985717;;17/10/2014
C-10186;G27397330;SARRIA SOCIEDAD DEPORTIVA;CLUB DEPORTIVO;FÚTBOL;; CAMPO RIVELA, S/N;;27;LUGO;27057;SARRIA;628712298;;;15/07/2009
C-06692;G15772916;CLUB SALTAMONTES DE ARTEIXO;CLUB DEPORTIVO;MOTOCICLISMO;TRIAL, MOTO CROSS, ENDURO; C/ RECONQUISTA Nº 15-B;;15;A CORUÑA;15005;ARTEIXO;981640868;981/640568;;29/08/2000
C-12087;;CARDIOSALUD;CLUB DEPORTIVO;BAILE DEPORTIVO;XIMNASIA JAZZ, DANZA-JAZZ, AEROBIC; RÚA PAZOS FONTENLA, 114 - BAIXO;;36;PONTEVEDRA;36004;BUEU;986320399;986320399;;15/10/2014
C-00089;G15368129;CLUB VOLEIBOL MARINEDA DE A CORUÑA;CLUB DEPORTIVO;VOLEIBOL;; R/ EMILIO GONZALEZ LÓPEZ, Nº 80-5º A;;15;A CORUÑA;15030;CORUÑA, A;981260205;;;29/11/1983
C-12086;;CLUB DE ACTIVIDADES SUBACUÁTICAS BUCEO MALPICA;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;ORIENTACIÓN SUBACUÁTICA, FOTOGRAFÍA SUBACUÁTICA, MERGULLO DEPORTIVO CON ESCAFANDRA AUTÓNOMA, BUCEO; TRAVESÍA DO RÍO, 2, BAJO;;15;A CORUÑA;15043;MALPICA DE BERGANTIÑOS;630767910;630677910;;14/10/2014
C-12085;;VILLA DE ALGARA;CLUB DEPORTIVO;HÍPICA;EQUITACION; AGRA REBOREDO,S/N;;15;A CORUÑA;15030;CORUÑA, A;625504838;625504838;;14/10/2014
C-05489;G15638925;C. AMIGOS DA CHAVE DE FERROLTERRA;CLUB DEPORTIVO;CHAVE;; ESCOLA FONTE DO CAMPO, S/N;;15;A CORUÑA;15035;FENE;606574915;;;07/07/1997
C-06174;V32252165;C.F. LEIRO;CLUB DEPORTIVO;FÚTBOL;; RUA EMILIO HERMIDA, 27;;32;OURENSE;32040;LEIRO;661751171;661751171;;03/05/1999
C-12084;;A PARROMEIRA;CLUB DEPORTIVO;CHAVE;; FRANCISCO TETTAMANCI,25,4º B;;15;A CORUÑA;15030;CORUÑA, A;676096416;676096416;;13/10/2014
C-12083;;CLUB RIBEIRAS DO NEIRA;CLUB DEPORTIVO;FÚTBOL SALA;; EVARISTO CORREA CALDERÓN;;27;LUGO;27901;BARALLA;699750422;667223434;;13/10/2014
C-05916;G15660335;C. XADREZ ARTEIXO;CLUB DEPORTIVO;XADREZ;; RUA RÚA MAESTRO MATEO 10 BAJOnull;15142;15;A CORUÑA;15005;ARTEIXO;981640706;617234373;https://xadrezarteixo.blogspot.com/;27/08/1998
C-03974;;CLUB DE FÚTBOL ALPINISTA DE PADRÓNS;CLUB DEPORTIVO;FÚTBOL;; CHAN DA GÁNDAREA, 2 - PADRÓNS;;36;PONTEVEDRA;36042;PONTEAREAS;;;;30/06/1993
C-05880;G70299151;A. D. ARTEIXO;CLUB DEPORTIVO;KUNG-FU, DEPORTE XERAL;XIMNASIA ARTÍSTICA, XIMNASIA RÍTMICA, TAI CHI CHUAN, DEFENSA PERSONAL; RECONQUISTA , 15  -  BAIXO;;15;A CORUÑA;15005;ARTEIXO;981/640568;981/640568;;20/07/1998
C-04027;G15434780;ESCUELA TECNICA DE XADREZ DE LA CORUÑA;CLUB DEPORTIVO;XADREZ;; RUA  MONASTERIO DE BERGONDO 12 8c;15010;15;A CORUÑA;15030;CORUÑA, A;626018013;;;30/09/1993
C-08650;;CLUB DE LUCHA SABARÍS;CLUB DEPORTIVO;LOITA E D.A.;LOITA LIBRE OLIMPICA; PRAZA FARIÑA 13 (COLEXIO E.P. SABARIS);;36;PONTEVEDRA;36003;BAIONA;664223317;;;13/10/2005
C-12073;;E. T. FÚTBOL PLUS;CLUB DEPORTIVO;FÚTBOL;; MONASTERIO DE CAAVEIRO,46,8 D;;15;A CORUÑA;15030;CORUÑA, A;639734825;639734825;;06/10/2014
C-12070;G70441472;ASOCIACIÓN DEPORTIVA A CAPELA VETERANOS;CLUB DEPORTIVO;FÚTBOL;; LUGAR DE OS CALZADOS,S/N;15613;15;A CORUÑA;15018;CAPELA, A;630368689;630368689;;01/10/2014
C-10963;;CLUB CICLISTA DE LA FUENTE;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, CICLISMO;CICLOTURISMO, CICLISMO EN TANDEN, PISTA, CARRETEIRA, CICLISMO COMPETICION, BIKE TRIAL, BICICLETA MONTAÑA (BTT), BICATHLON; BARRIO DE VILAPOUCA, 5-PEXEGUEIRO;;36;PONTEVEDRA;36055;TUI;610745784;;;23/09/2011
C-12065;;9 OLAS SURF CLUB;CLUB DEPORTIVO;SURF, DEPORTE XERAL;SENDEIRISMO / ANDAINAS, SKATEBOARDING, BODYBOARD, ACTV. DE TEMPO LIBRE, ACTIVIDADES NAUTICAS; LG. DE XARTAL S/N - NOALLA;;36;PONTEVEDRA;36051;SANXENXO;693865627;;;30/09/2014
C-05378;;COCODRILOS VERDES HALTEROFILIA CLUB;CLUB DEPORTIVO;HALTEROFILIA;MUSCULACION; PRAZA LAXES DE ORRO, 1, 2º B;;15;A CORUÑA;15030;CORUÑA, A;660160770;;;03/03/1997
C-07900;G15905201;CLUB ATLETISMO CORUÑA COMARCA;CLUB DEPORTIVO;ATLETISMO, DEPORTE XERAL;TRÍATLON; C/ PRIMAVERA, 33, 3º DRCH;15006;15;A CORUÑA;15030;CORUÑA, A;639944030;;;16/10/2003
C-00823;G15119787;C. MARITIMO DE REGATAS PASAXE;CLUB DEPORTIVO;VELA, REMO, PIRAGÜISMO, PESCA E CASTING;; R/ SAN LUCAS, 30-1º;;15;A CORUÑA;15030;CORUÑA, A;981232198;981232198;;06/05/1986
C-00265;;C. MOTO VIGO;CLUB DEPORTIVO;MOTOCICLISMO;; RUA FERMÍN PENZOL, 16, 1º;;36;PONTEVEDRA;36057;VIGO;986220477;986220477;;15/05/1984
C-03464;;MOTOC. ESCADRA O' GARITO;CLUB DEPORTIVO;MOTOCICLISMO;; AVDA. BRASIL, 12;;36;PONTEVEDRA;36054;TOMIÑO;645751015;645751015;;06/02/1992
C-12062;;REDONDELA 4X4;CLUB DEPORTIVO;AUTOMOBILISMO;TRIAL; CAMIÑO DA COSTEIRA, 15;;36;PONTEVEDRA;36045;REDONDELA;675340822;670454605;;26/09/2014
C-04047;V15434079;C.C.D. CERCEDA;CLUB DEPORTIVO;FÚTBOL;; CAMPO DE FÚTBOL O ROXO,LUGAR DE PIÑEIRO,S/N;;15;A CORUÑA;15024;CERCEDA;981685547;677484660;;30/09/1993
C-12060;;DOBLE F/SPORT F.S.;CLUB DEPORTIVO;FÚTBOL SALA;; AVENIDA CASTELAO, 85 6ºC;;36;PONTEVEDRA;36057;VIGO;637346932;637346932;;25/09/2014
C-08886;;ASOGALTAIJI (ASOCIACIÓN GALLEGA DE TAI CHI CHUAN);CLUB DEPORTIVO;KUNG-FU;TAI CHI CHUAN; R/ DOCTOR CORBAL Nº 23 (S-1 INTERIOR);;36;PONTEVEDRA;36057;VIGO;986377090;986251335;;24/04/2006
C-08256;G15954332;CLUB PATINAXE ALQUIMIA DE CARRAL;CLUB DEPORTIVO;HOCKEY, PATINAXE;PATINAXE VELOCIDADE, PATINAXE ARTÍSTICO; RUA R/ PALEO    Nº 17;15175;15;A CORUÑA;15021;CARRAL;686948387;651117058;;15/09/2004
C-00800;;MOTO C. PROMOTRES;CLUB DEPORTIVO;MOTOCICLISMO;; RÚA ROSALÍA DE CASTRO, 28 2ºC;;36;PONTEVEDRA;36057;VIGO;986436944;;;04/04/1986
C-00729;;MOTO C. MORRAZO;CLUB DEPORTIVO;MOTOCICLISMO, AUTOMOBILISMO, DEPORTE XERAL;TRIAL, MOTO-BALL, MOTO CROSS, TODO TERRENO, RALLYES, VELOCIDADE, SPEEDWAY, REGULARIDAD, GIMKHANA; LA GARITA- RODEIRA S/N;;36;PONTEVEDRA;36008;CANGAS;986.326.396;985305208;;17/12/1985
C-03946;G15447410;PONI C. GALICIA;CLUB DEPORTIVO;HÍPICA, DEPORTE XERAL;MARCHA ATLÉTICA, DOMA CLÁSICA; LUGAR AGRO DE MONTOUTO,S/N;;15;A CORUÑA;15013;BRIÓN;629826728;617021063;;31/05/1993
C-12055;;DRIFT GALICIA;CLUB DEPORTIVO;AUTOMOBILISMO;; POLG. INDUSTRIAL DE XEVE, LOCAL 1 - COUSO-XEVE;;36;PONTEVEDRA;36038;PONTEVEDRA;686228206;;;22/09/2014
C-03485;;MOTO CLUB DEZA;CLUB DEPORTIVO;MOTOCICLISMO;; AVENIDA DE CRUCES, 53;;36;PONTEVEDRA;36024;LALÍN;;;;05/03/1992
C-11578;G70370176;ESCOLA DE FÚTBOL DE CABANAS;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; TELOI,18;;15;A CORUÑA;15015;CABANAS;629601173;629601173;;09/05/2013
C-00456;;C. CICLISTA MARÍN;CLUB DEPORTIVO;CICLISMO, ATLETISMO;CICLO-CROSS, CARRETEIRA; AVIADOR CALVIÑO -APARTADO DE CORREOS, 77;;36;PONTEVEDRA;36026;MARÍN;657914466;;;25/01/1985
C-12054;;CLUB MELGACHOS VELLOS RUBIERS;CLUB DEPORTIVO;RUGBY;; RÚA FERMÍN PENZOL, 14;;36;PONTEVEDRA;36057;VIGO;670516440;670516440;;18/09/2014
C-09802;G27381961;ASOCIACION DEPORTIVA PRAIA DE COVAS;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; RUA GRANXAS, S/N;;27;LUGO;27066;VIVEIRO;982563154;982563154;;23/06/2008
C-08157;V32334633;ATHLETIC CLUBE RAZAMONDE;CLUB DEPORTIVO;FÚTBOL;; RAZAMONDE, 37;;32;OURENSE;32025;CENLLE;645559709;633281702;;10/06/2004
C-12052;;GRUPO CICLISTA GALLEGO;CLUB DEPORTIVO;CICLISMO;; AVENIDO DE ALVARIÑO, 78;;36;PONTEVEDRA;36006;CAMBADOS;616784272;616784272;;18/09/2014
